"presetFieldsKey","r","type","labelEn","labelTransl","icon","universal","keys","optionskey","valueEn","valueTransl","placeholderEn","placeholderTransl","endRec"
"entrance",1,"typeCombo","Type","Typ"," "," ","entrance"," "," "," "," "," ","last"
"except",1,"combo","Exceptions","Undantag"," "," ","except"," "," "," "," "," ","last"
"fax",1,"tel","Fax","Fax"," "," ","fax"," "," "," ","+31 42 123 4567","+46 31 123 4567","last"
"fee",1,"check","Fee","Avgift"," "," ","fee"," "," "," "," "," ","last"
"fire_hydrant/type",1,"combo","Type","Typ"," "," ","fire_hydrant:type","pillar","Pillar/Aboveground","Stolpe/Ovan jord"," "," ","last"
"fire_hydrant/type",2,"combo"," "," "," "," "," ","underground","Underground","Underjordisk"," "," ","last"
"fire_hydrant/type",3,"combo"," "," "," "," "," ","wall","Wall","Vägg"," "," ","last"
"fire_hydrant/type",4,"combo"," "," "," "," "," ","pond","Pond","Damm"," "," ","last"
"fixme",1,"textarea","Fix Me","Ordna mig"," "," ","fixme"," "," "," "," "," ","last"
"fuel",1,"combo","Fuel","Bränsle"," "," ","fuel"," "," "," "," "," ","last"
"fuel/biodiesel",1,"check","Sells Biodiesel","Säljer Biodiesel"," "," ","fuel:biodiesel"," "," "," "," "," ","last"
"fuel/diesel",1,"check","Sells Diesel","Säljer Diesel"," "," ","fuel:diesel"," "," "," "," "," ","last"
"fuel/e10",1,"check","Sells E10","Säljer E10"," "," ","fuel:e10"," "," "," "," "," ","last"
"fuel/e85",1,"check","Sells E85","Säljer E85"," "," ","fuel:e85"," "," "," "," "," ","last"
"fuel/lpg",1,"check","Sells Propane","Säljer Gasol"," "," ","fuel:lpg"," "," "," "," "," ","last"
"fuel/octane_100",1,"check","Sells Racing Gasoline","Säljer E100"," "," ","fuel:octane_100"," "," "," "," "," ","last"
"fuel/octane_91",1,"check","Sells Regular Gasoline","Säljer E91"," "," ","fuel:octane_91"," "," "," "," "," ","last"
"fuel/octane_95",1,"check","Sells Midgrade Gasoline","Säljer E95"," "," ","fuel:octane_95"," "," "," "," "," ","last"
"fuel/octane_98",1,"check","Sells Premium Gasoline","Säljer E98"," "," ","fuel:octane_98"," "," "," "," "," ","last"
"gauge",1,"combo","Gauge","Spårvidd"," "," ","gauge"," "," "," "," "," ","last"
"generator/method",1,"combo","Method","Metod"," "," ","generator:method"," "," "," "," "," ","last"
"generator/source",1,"combo","Source","Källa"," "," ","generator:source"," "," "," "," "," ","last"
"generator/type",1,"combo","Type","Typ"," "," ","generator:type"," "," "," "," "," ","last"
"golf_hole",1,"text","Reference","Referens"," "," ","ref"," "," "," ","Hole number (1-18)","Hålnummer (1-18)","last"
"handicap",1,"number","Handicap","Handikapp"," "," ","handicap"," "," "," ","1-18","1-18","last"
"highway",1,"typeCombo","Type","Typ"," "," ","highway"," "," "," "," "," ","last"
"historic",1,"typeCombo","Type","Typ"," "," ","historic"," "," "," "," "," ","last"
"hoops",1,"number","Hoops","Basketkorgar"," "," ","hoops"," "," "," ","1, 2, 4...","1, 2, 4...","last"
"iata",1,"text","IATA","IATA"," "," ","iata"," "," "," "," "," ","last"
"icao",1,"text","ICAO","ICAO"," "," ","icao"," "," "," "," "," ","last"
"incline",1,"combo","Incline","Lutning"," "," ","incline"," "," "," "," "," ","last"
"information",1,"typeCombo","Type","Typ"," "," ","information"," "," "," "," "," ","last"
"internet_access",1,"combo","Internet Access","Internetaccess"," "," ","internet_access","yes","Yes","Ja"," "," ","last"
"internet_access",2,"combo"," "," "," "," "," ","no","No","Nej"," "," ","last"
"internet_access",3,"combo"," "," "," "," "," ","wlan","Wifi","Wifi"," "," ","last"
"internet_access",4,"combo"," "," "," "," "," ","wired","Wired","Trådbunden"," "," ","last"
"internet_access",5,"combo"," "," "," "," "," ","terminal","Terminal","Terminal"," "," ","last"
"lamp_type",1,"combo","Type","Typ"," "," ","lamp_type"," "," "," "," "," ","last"
"landuse",1,"typeCombo","Type","Typ"," "," ","landuse"," "," "," "," "," ","last"
"lanes",1,"number","Lanes","Filer"," "," ","lanes"," "," "," ","1, 2, 3...","1, 2, 3...","last"
"layer",1,"combo","Layer","Lager"," "," ","layer"," "," "," "," "," ","last"
"leisure",1,"typeCombo","Type","Typ"," "," ","leisure"," "," "," "," "," ","last"
"length",1,"number","Length (Meters)","Längd (meter)"," "," ","length"," "," "," "," "," ","last"
"levels",1,"number","Levels","Våningar"," "," ","building:levels"," "," "," ","2, 4, 6...","2, 4, 6...","last"
"lit",1,"check","Lit","Upplyst"," "," ","lit"," "," "," "," "," ","last"
"location",1,"combo","Location","Lokalisering"," "," ","location"," "," "," "," "," ","last"
"man_made",1,"typeCombo","Type","Typ"," "," ","man_made"," "," "," "," "," ","last"
"maxspeed",1,"maxspeed","Speed Limit","Hastighetsbegränsning"," "," ","maxspeed"," "," "," ","40, 50, 60...","50, 70, 90...","last"
"mtb/scale",1,"combo","Mountain Biking Difficulty","Mountainbike-svårighet"," "," ","mtb:scale","0","0: Solid gravel/packed earth, no obstacles, wide curves","0: Fast grus/packad jord, inga hinder, breda kurvor","0, 1, 2, 3...","0, 1, 2, 3...","last"
"mtb/scale",2,"combo"," "," "," "," "," ","1","1: Some loose surface, small obstacles, wide curves","1: Delvis löst underlag, små hinder, breda kurvor"," "," ","last"
"mtb/scale",3,"combo"," "," "," "," "," ","2","2: Much loose surface, large obstacles, easy hairpins","2: Mycket löst underlag, stora hinder, enkla hårnålar"," "," ","last"
"mtb/scale",4,"combo"," "," "," "," "," ","3","3: Slippery surface, large obstacles, tight hairpins","3: Halt underlag, stora hinder, snäva hårnålar"," "," ","last"
"mtb/scale",5,"combo"," "," "," "," "," ","4","4: Loose surface or boulders, dangerous hairpins","4: löst underlag eller stenblock, farliga hårnålar"," "," ","last"
"mtb/scale",6,"combo"," "," "," "," "," ","5","5: Maximum difficulty, boulder fields, landslides","5: Maximal svårighet, blockfält, jordskred"," "," ","last"
"mtb/scale",7,"combo"," "," "," "," "," ","6","6: Not rideable except by the very best mountain bikers","6: Inte körbar förutom för de allra bästa mountainbikecyklisterna"," "," ","last"
"mtb/scale/imba",1,"combo","IMBA Trail Difficulty","Svårighetsgrad enligt IMBA"," "," ","mtb:scale:imba","0","Easiest (white circle)","Enklast (vita cirkel)","Easy, Medium, Difficult...","Enkel, medel, svår...","last"
"mtb/scale/imba",2,"combo"," "," "," "," "," ","1","Easy (green circle)","Enkel (gröna cirkel)"," "," ","last"
"mtb/scale/imba",3,"combo"," "," "," "," "," ","2","Medium (blue square)","Medium (blå fyrkant)"," "," ","last"
"mtb/scale/imba",4,"combo"," "," "," "," "," ","3","Difficult (black diamond)","Svår (svart diamant)"," "," ","last"
"mtb/scale/imba",5,"combo"," "," "," "," "," ","4","Extremely Difficult (double black diamond)","Extremt svårt (dubbel svart diamant)"," "," ","last"
"mtb/scale/uphill",1,"combo","Mountain Biking Uphill Difficulty","Mountainbike svårighetsgrad uppför"," "," ","mtb:scale:uphill","0","0: Avg. incline <10%, gravel/packed earth, no obstacles","0: Genomsnittlig lutning <10%, grus/packad jord, inga hinder","0, 1, 2, 3...","0, 1, 2, 3...","last"
"mtb/scale/uphill",2,"combo"," "," "," "," "," ","1","1: Avg. incline <15%, gravel/packed earth, few small objects","1: Genomsnittlig lutning <15%, grus/packad jord, få små hinder"," "," ","last"
"mtb/scale/uphill",3,"combo"," "," "," "," "," ","2","2: Avg. incline <20%, stable surface, fistsize rocks/roots","2: Genomsnittlig lutning <20%, stabilt underlag, stena/rötter stora som en knytnäve"," "," ","last"
"mtb/scale/uphill",4,"combo"," "," "," "," "," ","3","3: Avg. incline <25%, variable surface, fistsize rocks/branches","3: Genomsnittlig lutning <25%, varierande underlag, stena/grenar stora som en knytnäve"," "," ","last"
"mtb/scale/uphill",5,"combo"," "," "," "," "," ","4","4: Avg. incline <30%, poor condition, big rocks/branches","4: Genomsnittlig lutning <30%, dåliga förutsättningar, stora stena/grenar"," "," ","last"
"mtb/scale/uphill",6,"combo"," "," "," "," "," ","5","5: Very steep, bike generally needs to be pushed or carried","5: Mycket brant, cykel måste i regel skjutas eller bäras"," "," ","last"
"name",1,"localized","Name","Namn"," "," ","name"," "," "," ","Common name (if any)","Vanligt namn (om något)","last"
"natural",1,"typeCombo","Natural","Natur"," "," ","natural"," "," "," "," "," ","last"
"network",1,"text","Network","Nätverk"," "," ","network"," "," "," "," "," ","last"
"note",1,"textarea","Note","Notering","note",true,"note"," "," "," "," "," ","last"
"office",1,"typeCombo","Type","Typ"," "," ","office"," "," "," "," "," ","last"
"oneway",1,"check","One Way","Enkelriktat"," "," ","oneway"," "," "," "," "," ","last"
"oneway_yes",1,"check","One Way","Enkelriktat"," "," ","oneway"," "," "," "," "," ","last"
"opening_hours",1,"text","Hours","Öppettider "," "," ","opening_hours"," "," "," "," "," ","last"
"operator",1,"text","Operator","Operatör"," "," ","operator"," "," "," "," "," ","last"
"par",1,"number","Par","Par"," "," ","par"," "," "," ","3, 4, 5...","3, 4, 5...","last"
"park_ride",1,"check","Park and Ride","Pendelparkering"," "," ","park_ride"," "," "," "," "," ","last"
"parking",1,"combo","Type","Typ"," "," ","parking","surface","Surface","Yta"," "," ","last"
"parking",2,"combo"," "," "," "," "," ","multi-storey","Multilevel","Flera våningar"," "," ","last"
"parking",3,"combo"," "," "," "," "," ","underground","Underground","Underjordisk"," "," ","last"
"parking",4,"combo"," "," "," "," "," ","sheds","Sheds","Skjul"," "," ","last"
"parking",5,"combo"," "," "," "," "," ","carports","Carports","Carportar"," "," ","last"
"parking",6,"combo"," "," "," "," "," ","garage_boxes","Garage Boxes","Garageboxar"," "," ","last"
"parking",7,"combo"," "," "," "," "," ","lane","Roadside Lane","Fickparkering"," "," ","last"
"phone",1,"tel","Phone","Telefon","telephone",true,"phone"," "," "," ","+31 42 123 4567","+46 31 123 4567","last"
"piste/difficulty",1,"combo","Difficulty","Svårighetsgrad"," "," ","piste:difficulty","novice","Novice (instructional)","Nybörjare (undervisning)","Easy, Intermediate, Advanced...","Lätt, Medel, Avancerad...","last"
"piste/difficulty",2,"combo"," "," "," "," "," ","easy","Easy (green circle)","Enkel (grön cirkel)"," "," ","last"
"piste/difficulty",3,"combo"," "," "," "," "," ","intermediate","Intermediate (blue square)","Medel (blå fyrkant)"," "," ","last"
"piste/difficulty",4,"combo"," "," "," "," "," ","advanced","Advanced (black diamond)","Avancerad (svart diamant)"," "," ","last"
"piste/difficulty",5,"combo"," "," "," "," "," ","expert","Expert (double black diamond)","Expert (dubbel svart diamant)"," "," ","last"
"piste/difficulty",6,"combo"," "," "," "," "," ","freeride","Freeride (off-piste)","Friåkning (offpist)"," "," ","last"
"piste/difficulty",7,"combo"," "," "," "," "," ","extreme","Extreme (climbing equipment required)","Extrem (klättringsutrustning krävs)"," "," ","last"
"piste/grooming",1,"combo","Grooming","Stil"," "," ","piste:grooming","classic","Classic","Klassisk"," "," ","last"
"piste/grooming",2,"combo"," "," "," "," "," ","mogul","Mogul","Puckelpist"," "," ","last"
"piste/grooming",3,"combo"," "," "," "," "," ","backcountry","Backcountry","Off-pist"," "," ","last"
"piste/grooming",4,"combo"," "," "," "," "," ","classic+skating","Classic and Skating","Klassisk och skating"," "," ","last"
"piste/grooming",5,"combo"," "," "," "," "," ","scooter","Scooter/Snowmobile","Scooter/Snöskoter"," "," ","last"
"piste/grooming",6,"combo"," "," "," "," "," ","skating","Skating","Skating"," "," ","last"
"piste/type",1,"typeCombo","Type","Typ"," "," ","piste:type"," "," "," "," "," ","last"
"place",1,"typeCombo","Type","Typ"," "," ","place"," "," "," "," "," ","last"
"population",1,"text","Population","Folkmängd"," "," ","population"," "," "," "," "," ","last"
"power",1,"typeCombo","Type","Typ"," "," ","power"," "," "," "," "," ","last"
"railway",1,"typeCombo","Type","Typ"," "," ","railway"," "," "," "," "," ","last"
"recycling/cans",1,"check","Accepts Cans","Accepterar burkar"," "," ","recycling:cans"," "," "," "," "," ","last"
"recycling/clothes",1,"check","Accepts Clothes","Accepterar kläder"," "," ","recycling:clothes"," "," "," "," "," ","last"
"recycling/glass",1,"check","Accepts Glass","Accepterar glas"," "," ","recycling:glass"," "," "," "," "," ","last"
"recycling/paper",1,"check","Accepts Paper","Accepterar papper"," "," ","recycling:paper"," "," "," "," "," ","last"
"ref",1,"text","Reference","Referens"," "," ","ref"," "," "," "," "," ","last"
"relation",1,"combo","Type","Typ"," "," ","type"," "," "," "," "," ","last"
"religion",1,"combo","Religion","Religion"," "," ","religion"," "," "," "," "," ","last"
"restriction",1,"combo","Type","Typ"," "," ","restriction"," "," "," "," "," ","last"
"restrictions",1,"restrictions","Turn Restrictions","Svängrestriktioner ","restrictions"," "," "," "," "," "," "," ","last"
"route",1,"combo","Type","Typ"," "," ","route"," "," "," "," "," ","last"
"route_master",1,"combo","Type","Typ"," "," ","route_master"," "," "," "," "," ","last"
"sac_scale",1,"combo","Hiking Difficulty","Svårighetsgrad"," "," ","sac_scale","hiking","T1: Hiking","T1: Vandring","Mountain Hiking, Alpine Hiking...","Bergsvandring, alpin vandring","last"
"sac_scale",2,"combo"," "," "," "," "," ","mountain_hiking","T2: Mountain Hiking","T2: Bergsvandring"," "," ","last"
"sac_scale",3,"combo"," "," "," "," "," ","demanding_mountain_hiking","T3: Demanding Mountain Hiking","T3: Krävande bergsvandring"," "," ","last"
"sac_scale",4,"combo"," "," "," "," "," ","alpine_hiking","T4: Alpine Hiking","T4: Alpin vandring"," "," ","last"
"sac_scale",5,"combo"," "," "," "," "," ","demanding_alpine_hiking","T5: Demanding Alpine Hiking","T5: Krävande alpin vandring"," "," ","last"
"sac_scale",6,"combo"," "," "," "," "," ","difficult_alpine_hiking","T6: Difficult Alpine Hiking","T6: Svår alpin vandring"," "," ","last"
"seasonal",1,"check","Seasonal","Säsongsöppen"," "," ","seasonal"," "," "," "," "," ","last"
"service",1,"combo","Type","Typ"," "," ","service"," "," "," "," "," ","last"
"service/bicycle/chaintool",1,"check","Chain Tool","Kedjebrytare"," "," ","service:bicycle:chaintool"," "," "," "," "," ","last"
"service/bicycle/pump",1,"check","Air Pump","Cykelpump"," "," ","service:bicycle:pump"," "," "," "," "," ","last"
"shelter",1,"check","Shelter","Shelter"," "," ","shelter"," "," "," "," "," ","last"
"shelter_type",1,"combo","Type","Typ"," "," ","shelter_type"," "," "," "," "," ","last"
"shop",1,"typeCombo","Type","Typ"," "," ","shop"," "," "," "," "," ","last"
"sloped_curb",1,"combo","Sloped Curb","Avfasad trottoar"," "," ","sloped_curb"," "," "," "," "," ","last"
"smoking",1,"combo","Smoking","Rökning"," "," ","smoking","no","No smoking anywhere","Rökning ej tillåtet","No, Separated, Yes...","Nej, separat, ja...","last"
"smoking",2,"combo"," "," "," "," "," ","separated","In smoking areas, not physically isolated","I rökområde, ej fysiskt separerat"," "," ","last"
"smoking",3,"combo"," "," "," "," "," ","isolated","In smoking areas, physically isolated","I rökområde, fysiskt separerat"," "," ","last"
"smoking",4,"combo"," "," "," "," "," ","outside","Allowed outside","Tillåtet utomhus"," "," ","last"
"smoking",5,"combo"," "," "," "," "," ","yes","Allowed everywhere","Tillåtet överallt"," "," ","last"
"smoking",6,"combo"," "," "," "," "," ","dedicated","Dedicated to smokers (e.g. smokers' club)","Dedikerat för rökare (t.ex. rökklubb)"," "," ","last"
"smoothness",1,"combo","Smoothness","Jämnhet"," "," ","smoothness","excellent","Thin Rollers: rollerblade, skateboard","Tunna rullar: rollerblade, skateboard","Thin Rollers, Wheels, Off-Road...","Tunna hjul, hjul, terräng...","last"
"smoothness",2,"combo"," "," "," "," "," ","good","Thin Wheels: racing bike","Tunna Hjul: racercykel"," "," ","last"
"smoothness",3,"combo"," "," "," "," "," ","intermediate","Wheels: city bike, wheelchair, scooter","Hjul: cykel, rullstol, scooter"," "," ","last"
"smoothness",4,"combo"," "," "," "," "," ","bad","Robust Wheels: trekking bike, car, rickshaw","Robusta hjul: trekkingcykel, bil, riksha"," "," ","last"
"smoothness",5,"combo"," "," "," "," "," ","very_bad","High Clearance: light duty off-road vehicle","Hög frigång: lätta terrängfordon"," "," ","last"
"smoothness",6,"combo"," "," "," "," "," ","horrible","Off-Road: heavy duty off-road vehicle","Terräng: tunga terrängfordon"," "," ","last"
"smoothness",7,"combo"," "," "," "," "," ","very_horrible","Specialized off-road: tractor, ATV","Specialiserade för terräng: traktor, fyrhjuling"," "," ","last"
"smoothness",8,"combo"," "," "," "," "," ","impassible","Impassible / No wheeled vehicle","Ogenomträngliga / Ej hjulbaserade fordon"," "," ","last"
"social_facility_for",1,"radio","People served","Människohjälp"," "," ","social_facility:for"," "," "," ","Homeless, Disabled, Child, etc","Hemlösa, funktionshindrade, barn, etc.","last"
"source",1,"text","Source","Källa","source",true,"source"," "," "," "," "," ","last"
"sport",1,"combo","Sport","Sport"," "," ","sport"," "," "," "," "," ","last"
"sport_ice",1,"combo","Sport","Sport"," "," ","sport"," "," "," "," "," ","last"
"sport_racing",1,"combo","Sport","Sport"," "," ","sport"," "," "," "," "," ","last"
"structure",1,"radio","Structure","Struktur"," "," ","bridge,tunnel,embankment,cutting,ford"," "," "," ","Unknown","Okänt","last"
"studio_type",1,"combo","Type","Typ"," "," ","type"," "," "," "," "," ","last"
"substation",1,"typeCombo","Type","Typ"," "," ","substation"," "," "," "," "," ","last"
"supervised",1,"check","Supervised","Övervakad"," "," ","supervised"," "," "," "," "," ","last"
"surface",1,"combo","Surface","Beläggning"," "," ","surface"," "," "," "," "," ","last"
"tactile_paving",1,"check","Tactile Paving","Ledstråk"," "," ","tactile_paving"," "," "," "," "," ","last"
"takeaway",1,"combo","Takeaway","Hämtmat"," "," ","takeaway","yes","Yes","Ja","Yes, No, Takeaway Only...","Ja, nej, enbart hämtmat","last"
"takeaway",2,"combo"," "," "," "," "," ","no","No","Nej"," "," ","last"
"takeaway",3,"combo"," "," "," "," "," ","only","Takeaway Only","Enbart hämtmat"," "," ","last"
"toilets/disposal",1,"combo","Disposal","Omhändertagande"," "," ","toilets:disposal","flush","Flush","Spola"," "," ","last"
"toilets/disposal",2,"combo"," "," "," "," "," ","pitlatrine","Pit/Latrine","Grop/Latrin"," "," ","last"
"toilets/disposal",3,"combo"," "," "," "," "," ","chemical","Chemical","Kemisk"," "," ","last"
"toilets/disposal",4,"combo"," "," "," "," "," ","bucket","Bucket","Behållare"," "," ","last"
"tourism",1,"typeCombo","Type","Typ"," "," ","tourism"," "," "," "," "," ","last"
"towertype",1,"combo","Tower type","Typ av torn"," "," ","tower:type"," "," "," "," "," ","last"
"tracktype",1,"combo","Track Type","Typ av bruksväg"," "," ","tracktype","grade1","Solid: paved or heavily compacted hardcore surface","Fast: asfalterad eller kraftigt packad hård yta","Solid, Mostly Solid, Soft...","Fast, Mestadels fast, Mjuk ...","last"
"tracktype",2,"combo"," "," "," "," "," ","grade2","Mostly Solid: gravel/rock with some soft material mixed in","Mestadels fast: grus/sten med inslag av mjukt material"," "," ","last"
"tracktype",3,"combo"," "," "," "," "," ","grade3","Even mixture of hard and soft materials","Jämn blandning av hårda och mjuka material"," "," ","last"
"tracktype",4,"combo"," "," "," "," "," ","grade4","Mostly Soft: soil/sand/grass with some hard material mixed in","Mestadels mjukt: jord/sand/gräs med inslag av hårt material"," "," ","last"
"tracktype",5,"combo"," "," "," "," "," ","grade5","Soft: soil/sand/grass","Mjukt: jord/sand/gräs"," "," ","last"
"trail_visibility",1,"combo","Trail Visibility","Synlighet"," "," ","trail_visibility","excellent","Excellent: unambiguous path or markers everywhere","Utmärkt: Tydlig väg eller markörer överallt","Excellent, Good, Bad...","Utmärkt, bra, dåligt...","last"
"trail_visibility",2,"combo"," "," "," "," "," ","good","Good: markers visible, sometimes require searching","Bra: markörer synliga men ibland svåra att hitta"," "," ","last"
"trail_visibility",3,"combo"," "," "," "," "," ","intermediate","Intermediate: few markers, path mostly visible","Medel: få markörer, stig mestadels synliga"," "," ","last"
"trail_visibility",4,"combo"," "," "," "," "," ","bad","Bad: no markers, path sometimes invisible/pathless","Dåligt: inga markörer, stig ibland osynlig/stiglös"," "," ","last"
"trail_visibility",5,"combo"," "," "," "," "," ","horrible","Horrible: often pathless, some orientation skills required","Hemsk: ofta stiglös, en del orienteringskunskaper krävs"," "," ","last"
"trail_visibility",6,"combo"," "," "," "," "," ","no","No: pathless, excellent orientation skills required","Ingen: stiglös, utmärkta orienteringskunskaper krävs"," "," ","last"
"tree_type",1,"combo","Type","Typ"," "," ","type"," "," "," "," "," ","last"
"trees",1,"combo","Trees","Träd"," "," ","trees"," "," "," "," "," ","last"
"tunnel",1,"combo","Tunnel","Tunnel"," "," ","tunnel"," "," "," "," "," ","last"
"vending",1,"combo","Type of Goods","Typ av varor"," "," ","vending"," "," "," "," "," ","last"
"water",1,"combo","Type","Typ"," "," ","water"," "," "," "," "," ","last"
"waterway",1,"typeCombo","Type","Typ"," "," ","waterway"," "," "," "," "," ","last"
"website",1,"url","Website","Websida","website",true,"website"," "," "," ","http://example.com/","http://exempel.se/","last"
"wetland",1,"combo","Type","Typ"," "," ","wetland"," "," "," "," "," ","last"
"wheelchair",1,"radio","Wheelchair Access","Handikappanpassat","wheelchair",true,"wheelchair"," "," "," "," "," ","last"
