"presetFieldsKey","r","type","labelEn","labelTransl","icon","universal","keys","optionskey","valueEn","valueTransl","placeholderEn","placeholderTransl","endRec"
"cardinal_direction",2,"combo"," "," "," "," "," ","E","East","Leste"," "," ","last"
"cardinal_direction",3,"combo"," "," "," "," "," ","S","South","Sur"," "," ","last"
"cardinal_direction",4,"combo"," "," "," "," "," ","W","West","Oeste"," "," ","last"
"cardinal_direction",5,"combo"," "," "," "," "," ","NE","Northeast","Nordeste"," "," ","last"
"cardinal_direction",6,"combo"," "," "," "," "," ","SE","Southeast","Sueste"," "," ","last"
"cardinal_direction",7,"combo"," "," "," "," "," ","SW","Southwest","Suroeste"," "," ","last"
"cardinal_direction",8,"combo"," "," "," "," "," ","NW","Northwest","Noroeste"," "," ","last"
"cardinal_direction",9,"combo"," "," "," "," "," ","NNE","North-northeast","Nor-nordeste"," "," ","last"
"cardinal_direction",10,"combo"," "," "," "," "," ","ENE","East-northeast","Les-nordeste"," "," ","last"
"cardinal_direction",11,"combo"," "," "," "," "," ","ESE","East-southeast","Les-sueste"," "," ","last"
"cardinal_direction",12,"combo"," "," "," "," "," ","SSE","South-southeast","Sur-sueste"," "," ","last"
"cardinal_direction",13,"combo"," "," "," "," "," ","SSW","South-southwest","Sur-suroeste"," "," ","last"
"cardinal_direction",14,"combo"," "," "," "," "," ","WSW","West-southwest","Oés-suroeste"," "," ","last"
"cardinal_direction",15,"combo"," "," "," "," "," ","WNW","West-northwest","Oés-noroeste"," "," ","last"
"cardinal_direction",16,"combo"," "," "," "," "," ","NNW","North-northwest","Nor-noroeste"," "," ","last"
"clock_direction",1,"combo","Direction","Sentido"," "," ","direction","clockwise","Clockwise","Sentido horario"," "," ","last"
"clock_direction",2,"combo"," "," "," "," "," ","anticlockwise","Counterclockwise","Sentido antihorario"," "," ","last"
"collection_times",1,"text","Collection Times","Horario de recollida"," "," ","collection_times"," "," "," "," "," ","last"
"construction",1,"combo","Type","Tipo"," "," ","construction"," "," "," "," "," ","last"
"country",1,"combo","Country","País"," "," ","country"," "," "," "," "," ","last"
"covered",1,"check","Covered","Cuberto"," "," ","covered"," "," "," "," "," ","last"
"craft",1,"typeCombo","Type"," "," "," ","craft"," "," "," "," "," ","last"
"crop",1,"combo","Crop","Cultivo"," "," ","crop"," "," "," "," "," ","last"
"crossing",1,"combo","Type","Tipo"," "," ","crossing"," "," "," "," "," ","last"
"cuisine",1,"combo","Cuisine","Cociña"," "," ","cuisine"," "," "," "," "," ","last"
"delivery",1,"check","Delivery"," "," "," ","delivery"," "," "," "," "," ","last"
"denomination",1,"combo","Denomination","Denominación"," "," ","denomination"," "," "," "," "," ","last"
"denotation",1,"combo","Denotation","Denotación"," "," ","denotation"," "," "," "," "," ","last"
"description",1,"textarea","Description","Descrición"," "," ","description"," "," "," "," "," ","last"
"electrified",1,"combo","Electrification"," "," "," ","electrified","contact_line","Contact Line",,"Contact Line, Electrified Rail..."," ","last"
"electrified",2,"combo"," "," "," "," "," ","rail","Electrified Rail",," "," ","last"
"electrified",3,"combo"," "," "," "," "," ","yes","Yes (unspecified)",," "," ","last"
"electrified",4,"combo"," "," "," "," "," ","no","No",," "," ","last"
"elevation",1,"number","Elevation","Altitude","elevation",true,"ele"," "," "," "," "," ","last"
"emergency",1,"check","Emergency","Emerxencia"," "," ","emergency"," "," "," "," "," ","last"
"entrance",1,"typeCombo","Type","Tipo"," "," ","entrance"," "," "," "," "," ","last"
"except",1,"combo","Exceptions","Excepcións"," "," ","except"," "," "," "," "," ","last"
"fax",1,"tel","Fax","Fax"," "," ","fax"," "," "," ","+31 42 123 4567","+34 989 12 34 56","last"
"fee",1,"check","Fee","Tarifa"," "," ","fee"," "," "," "," "," ","last"
"fire_hydrant/type",1,"combo","Type"," "," "," ","fire_hydrant:type","pillar","Pillar/Aboveground",," "," ","last"
"fire_hydrant/type",2,"combo"," "," "," "," "," ","underground","Underground",," "," ","last"
"fire_hydrant/type",3,"combo"," "," "," "," "," ","wall","Wall",," "," ","last"
"fire_hydrant/type",4,"combo"," "," "," "," "," ","pond","Pond",," "," ","last"
"fixme",1,"textarea","Fix Me","Amáñame"," "," ","fixme"," "," "," "," "," ","last"
"fuel",1,"combo","Fuel","Combustible"," "," ","fuel"," "," "," "," "," ","last"
"fuel/biodiesel",1,"check","Sells Biodiesel","Biodiesel"," "," ","fuel:biodiesel"," "," "," "," "," ","last"
"fuel/diesel",1,"check","Sells Diesel","Diésel"," "," ","fuel:diesel"," "," "," "," "," ","last"
"fuel/e10",1,"check","Sells E10"," "," "," ","fuel:e10"," "," "," "," "," ","last"
"fuel/e85",1,"check","Sells E85"," "," "," ","fuel:e85"," "," "," "," "," ","last"
"fuel/lpg",1,"check","Sells Propane"," "," "," ","fuel:lpg"," "," "," "," "," ","last"
"fuel/octane_100",1,"check","Sells Racing Gasoline"," "," "," ","fuel:octane_100"," "," "," "," "," ","last"
"fuel/octane_91",1,"check","Sells Regular Gasoline"," "," "," ","fuel:octane_91"," "," "," "," "," ","last"
"fuel/octane_95",1,"check","Sells Midgrade Gasoline","Gasolina 95"," "," ","fuel:octane_95"," "," "," "," "," ","last"
"fuel/octane_98",1,"check","Sells Premium Gasoline","Gasolina 98"," "," ","fuel:octane_98"," "," "," "," "," ","last"
"gauge",1,"combo","Gauge"," "," "," ","gauge"," "," "," "," "," ","last"
"generator/method",1,"combo","Method"," "," "," ","generator:method"," "," "," "," "," ","last"
"generator/source",1,"combo","Source"," "," "," ","generator:source"," "," "," "," "," ","last"
"generator/type",1,"combo","Type"," "," "," ","generator:type"," "," "," "," "," ","last"
"golf_hole",1,"text","Reference"," "," "," ","ref"," "," "," ","Hole number (1-18)"," ","last"
"handicap",1,"number","Handicap"," "," "," ","handicap"," "," "," ","1-18"," ","last"
"highway",1,"typeCombo","Type","Tipo"," "," ","highway"," "," "," "," "," ","last"
"historic",1,"typeCombo","Type","Tipo"," "," ","historic"," "," "," "," "," ","last"
"hoops",1,"number","Hoops"," "," "," ","hoops"," "," "," ","1, 2, 4..."," ","last"
"iata",1,"text","IATA"," "," "," ","iata"," "," "," "," "," ","last"
"icao",1,"text","ICAO"," "," "," ","icao"," "," "," "," "," ","last"
"incline",1,"combo","Incline","Inclinación"," "," ","incline"," "," "," "," "," ","last"
"information",1,"typeCombo","Type"," "," "," ","information"," "," "," "," "," ","last"
"internet_access",1,"combo","Internet Access","Acceso a internet"," "," ","internet_access","yes","Yes","Si"," "," ","last"
"internet_access",2,"combo"," "," "," "," "," ","no","No","Non"," "," ","last"
"internet_access",3,"combo"," "," "," "," "," ","wlan","Wifi","Wi-Fi"," "," ","last"
"internet_access",4,"combo"," "," "," "," "," ","wired","Wired","Por cable"," "," ","last"
"internet_access",5,"combo"," "," "," "," "," ","terminal","Terminal","Terminal"," "," ","last"
"lamp_type",1,"combo","Type","Tipo"," "," ","lamp_type"," "," "," "," "," ","last"
"landuse",1,"typeCombo","Type","Tipo"," "," ","landuse"," "," "," "," "," ","last"
"lanes",1,"number","Lanes","Carrís"," "," ","lanes"," "," "," ","1, 2, 3...","1, 2, 3...","last"
"layer",1,"combo","Layer","Capa"," "," ","layer"," "," "," "," "," ","last"
"leaf_cycle",1,"combo","Leaf Cycle"," "," "," ","leaf_cycle","evergreen","Evergreen",," "," ","last"
"leaf_cycle",2,"combo"," "," "," "," "," ","deciduous","Deciduous",," "," ","last"
"leaf_cycle",3,"combo"," "," "," "," "," ","semi_evergreen","Semi-Evergreen",," "," ","last"
"leaf_cycle",4,"combo"," "," "," "," "," ","semi_deciduous","Semi-Deciduous",," "," ","last"
"leaf_cycle",5,"combo"," "," "," "," "," ","mixed","Mixed",," "," ","last"
"leaf_type",1,"combo","Leaf Type"," "," "," ","leaf_type","broadleaved","Broadleaved",," "," ","last"
"leaf_type",2,"combo"," "," "," "," "," ","needleleaved","Needleleaved",," "," ","last"
"leaf_type",3,"combo"," "," "," "," "," ","mixed","Mixed",," "," ","last"
"leaf_type",4,"combo"," "," "," "," "," ","leafless","Leafless",," "," ","last"
"leisure",1,"typeCombo","Type","Tipo"," "," ","leisure"," "," "," "," "," ","last"
"length",1,"number","Length (Meters)","Lonxitude (metros)"," "," ","length"," "," "," "," "," ","last"
"levels",1,"number","Levels","Niveis"," "," ","building:levels"," "," "," ","2, 4, 6...","2, 4, 6...","last"
"lit",1,"check","Lit","Iluminado"," "," ","lit"," "," "," "," "," ","last"
"location",1,"combo","Location","Localización"," "," ","location"," "," "," "," "," ","last"
"man_made",1,"typeCombo","Type","Tipo"," "," ","man_made"," "," "," "," "," ","last"
"maxspeed",1,"maxspeed","Speed Limit","Límite de velocidade"," "," ","maxspeed"," "," "," ","40, 50, 60...","40, 50, 60...","last"
"mtb/scale",1,"combo","Mountain Biking Difficulty","Dificultade en Bicicleta de Montaña"," "," ","mtb:scale","0","0: Solid gravel/packed earth, no obstacles, wide curves",,"0, 1, 2, 3...","0, 1, 2, 3...","last"
"mtb/scale",2,"combo"," "," "," "," "," ","1","1: Some loose surface, small obstacles, wide curves",," "," ","last"
"mtb/scale",3,"combo"," "," "," "," "," ","2","2: Much loose surface, large obstacles, easy hairpins",," "," ","last"
"mtb/scale",4,"combo"," "," "," "," "," ","3","3: Slippery surface, large obstacles, tight hairpins",," "," ","last"
"mtb/scale",5,"combo"," "," "," "," "," ","4","4: Loose surface or boulders, dangerous hairpins",," "," ","last"
"mtb/scale",6,"combo"," "," "," "," "," ","5","5: Maximum difficulty, boulder fields, landslides",," "," ","last"
"mtb/scale",7,"combo"," "," "," "," "," ","6","6: Not rideable except by the very best mountain bikers",," "," ","last"
"mtb/scale/imba",1,"combo","IMBA Trail Difficulty"," "," "," ","mtb:scale:imba","0","Easiest (white circle)",,"Easy, Medium, Difficult..."," ","last"
"mtb/scale/imba",2,"combo"," "," "," "," "," ","1","Easy (green circle)",," "," ","last"
"mtb/scale/imba",3,"combo"," "," "," "," "," ","2","Medium (blue square)",," "," ","last"
"mtb/scale/imba",4,"combo"," "," "," "," "," ","3","Difficult (black diamond)",," "," ","last"
"mtb/scale/imba",5,"combo"," "," "," "," "," ","4","Extremely Difficult (double black diamond)",," "," ","last"
"mtb/scale/uphill",1,"combo","Mountain Biking Uphill Difficulty"," "," "," ","mtb:scale:uphill","0","0: Avg. incline <10%, gravel/packed earth, no obstacles",,"0, 1, 2, 3..."," ","last"
"mtb/scale/uphill",2,"combo"," "," "," "," "," ","1","1: Avg. incline <15%, gravel/packed earth, few small objects",," "," ","last"
"mtb/scale/uphill",3,"combo"," "," "," "," "," ","2","2: Avg. incline <20%, stable surface, fistsize rocks/roots",," "," ","last"
"mtb/scale/uphill",4,"combo"," "," "," "," "," ","3","3: Avg. incline <25%, variable surface, fistsize rocks/branches",," "," ","last"
"mtb/scale/uphill",5,"combo"," "," "," "," "," ","4","4: Avg. incline <30%, poor condition, big rocks/branches",," "," ","last"
"mtb/scale/uphill",6,"combo"," "," "," "," "," ","5","5: Very steep, bike generally needs to be pushed or carried",," "," ","last"
"name",1,"localized","Name","Nome"," "," ","name"," "," "," ","Common name (if any)","Nome común (se existe)","last"
"natural",1,"typeCombo","Natural","Natural"," "," ","natural"," "," "," "," "," ","last"
"network",1,"text","Network","Rede"," "," ","network"," "," "," "," "," ","last"
"note",1,"textarea","Note","Nota","note",true,"note"," "," "," "," "," ","last"
"office",1,"typeCombo","Type","Tipo"," "," ","office"," "," "," "," "," ","last"
"oneway",1,"check","One Way","Sentido único"," "," ","oneway"," "," "," "," "," ","last"
"oneway_yes",1,"check","One Way","Sentido único"," "," ","oneway"," "," "," "," "," ","last"
"opening_hours",1,"text","Hours","Horas"," "," ","opening_hours"," "," "," "," "," ","last"
"operator",1,"text","Operator","Operador"," "," ","operator"," "," "," "," "," ","last"
"par",1,"number","Par"," "," "," ","par"," "," "," ","3, 4, 5..."," ","last"
"park_ride",1,"check","Park and Ride"," "," "," ","park_ride"," "," "," "," "," ","last"
"parking",1,"combo","Type","Tipo"," "," ","parking","surface","Surface",," "," ","last"
"parking",2,"combo"," "," "," "," "," ","multi-storey","Multilevel",," "," ","last"
"parking",3,"combo"," "," "," "," "," ","underground","Underground",," "," ","last"
"parking",4,"combo"," "," "," "," "," ","sheds","Sheds",," "," ","last"
"parking",5,"combo"," "," "," "," "," ","carports","Carports",," "," ","last"
"parking",6,"combo"," "," "," "," "," ","garage_boxes","Garage Boxes",," "," ","last"
"parking",7,"combo"," "," "," "," "," ","lane","Roadside Lane",," "," ","last"
"phone",1,"tel","Phone","Teléfono","telephone",true,"phone"," "," "," ","+31 42 123 4567","+34 989 12 34 56","last"
"piste/difficulty",1,"combo","Difficulty"," "," "," ","piste:difficulty","novice","Novice (instructional)",,"Easy, Intermediate, Advanced..."," ","last"
"piste/difficulty",2,"combo"," "," "," "," "," ","easy","Easy (green circle)",," "," ","last"
"piste/difficulty",3,"combo"," "," "," "," "," ","intermediate","Intermediate (blue square)",," "," ","last"
"piste/difficulty",4,"combo"," "," "," "," "," ","advanced","Advanced (black diamond)",," "," ","last"
"piste/difficulty",5,"combo"," "," "," "," "," ","expert","Expert (double black diamond)",," "," ","last"
"piste/difficulty",6,"combo"," "," "," "," "," ","freeride","Freeride (off-piste)",," "," ","last"
"piste/difficulty",7,"combo"," "," "," "," "," ","extreme","Extreme (climbing equipment required)",," "," ","last"
"piste/grooming",1,"combo","Grooming"," "," "," ","piste:grooming","classic","Classic",," "," ","last"
"piste/grooming",2,"combo"," "," "," "," "," ","mogul","Mogul",," "," ","last"
"piste/grooming",3,"combo"," "," "," "," "," ","backcountry","Backcountry",," "," ","last"
"piste/grooming",4,"combo"," "," "," "," "," ","classic+skating","Classic and Skating",," "," ","last"
"piste/grooming",5,"combo"," "," "," "," "," ","scooter","Scooter/Snowmobile",," "," ","last"
"piste/grooming",6,"combo"," "," "," "," "," ","skating","Skating",," "," ","last"
"piste/type",1,"typeCombo","Type"," "," "," ","piste:type"," "," "," "," "," ","last"
"place",1,"typeCombo","Type","Tipo"," "," ","place"," "," "," "," "," ","last"
"population",1,"text","Population","Poboación"," "," ","population"," "," "," "," "," ","last"
"power",1,"typeCombo","Type","Tipo"," "," ","power"," "," "," "," "," ","last"
"railway",1,"typeCombo","Type","Tipo"," "," ","railway"," "," "," "," "," ","last"
"recycling/cans",1,"check","Accepts Cans"," "," "," ","recycling:cans"," "," "," "," "," ","last"
"recycling/clothes",1,"check","Accepts Clothes"," "," "," ","recycling:clothes"," "," "," "," "," ","last"
"recycling/glass",1,"check","Accepts Glass"," "," "," ","recycling:glass"," "," "," "," "," ","last"
"recycling/paper",1,"check","Accepts Paper"," "," "," ","recycling:paper"," "," "," "," "," ","last"
"ref",1,"text","Reference","Referencia"," "," ","ref"," "," "," "," "," ","last"
"relation",1,"combo","Type","Tipo"," "," ","type"," "," "," "," "," ","last"
"religion",1,"combo","Religion","Relixión"," "," ","religion"," "," "," "," "," ","last"
"restriction",1,"combo","Type","Tipo"," "," ","restriction"," "," "," "," "," ","last"
"restrictions",1,"restrictions","Turn Restrictions","Restricións de xiro","restrictions"," "," "," "," "," "," "," ","last"
"route",1,"combo","Type","Tipo"," "," ","route"," "," "," "," "," ","last"
"route_master",1,"combo","Type","Tipo"," "," ","route_master"," "," "," "," "," ","last"
"sac_scale",1,"combo","Hiking Difficulty"," "," "," ","sac_scale","hiking","T1: Hiking",,"Mountain Hiking, Alpine Hiking..."," ","last"
"sac_scale",2,"combo"," "," "," "," "," ","mountain_hiking","T2: Mountain Hiking",," "," ","last"
"sac_scale",3,"combo"," "," "," "," "," ","demanding_mountain_hiking","T3: Demanding Mountain Hiking",," "," ","last"
"sac_scale",4,"combo"," "," "," "," "," ","alpine_hiking","T4: Alpine Hiking",," "," ","last"
"sac_scale",5,"combo"," "," "," "," "," ","demanding_alpine_hiking","T5: Demanding Alpine Hiking",," "," ","last"
"sac_scale",6,"combo"," "," "," "," "," ","difficult_alpine_hiking","T6: Difficult Alpine Hiking",," "," ","last"
"seasonal",1,"check","Seasonal"," "," "," ","seasonal"," "," "," "," "," ","last"
"service",1,"combo","Type","Tipo"," "," ","service"," "," "," "," "," ","last"
"service/bicycle/chaintool",1,"check","Chain Tool"," "," "," ","service:bicycle:chaintool"," "," "," "," "," ","last"
"service/bicycle/pump",1,"check","Air Pump"," "," "," ","service:bicycle:pump"," "," "," "," "," ","last"
"shelter",1,"check","Shelter","Refuxio"," "," ","shelter"," "," "," "," "," ","last"
"shelter_type",1,"combo","Type"," "," "," ","shelter_type"," "," "," "," "," ","last"
"shop",1,"typeCombo","Type","Tipo"," "," ","shop"," "," "," "," "," ","last"
"sloped_curb",1,"combo","Sloped Curb"," "," "," ","sloped_curb"," "," "," "," "," ","last"
"smoking",1,"combo","Smoking"," "," "," ","smoking","no","No smoking anywhere",,"No, Separated, Yes..."," ","last"
"smoking",2,"combo"," "," "," "," "," ","separated","In smoking areas, not physically isolated",," "," ","last"
"smoking",3,"combo"," "," "," "," "," ","isolated","In smoking areas, physically isolated",," "," ","last"
"smoking",4,"combo"," "," "," "," "," ","outside","Allowed outside",," "," ","last"
"smoking",5,"combo"," "," "," "," "," ","yes","Allowed everywhere",," "," ","last"
"smoking",6,"combo"," "," "," "," "," ","dedicated","Dedicated to smokers (e.g. smokers' club)",," "," ","last"
"smoothness",1,"combo","Smoothness"," "," "," ","smoothness","excellent","Thin Rollers: rollerblade, skateboard",,"Thin Rollers, Wheels, Off-Road..."," ","last"
"smoothness",2,"combo"," "," "," "," "," ","good","Thin Wheels: racing bike",," "," ","last"
"smoothness",3,"combo"," "," "," "," "," ","intermediate","Wheels: city bike, wheelchair, scooter",," "," ","last"
"smoothness",4,"combo"," "," "," "," "," ","bad","Robust Wheels: trekking bike, car, rickshaw",," "," ","last"
"smoothness",5,"combo"," "," "," "," "," ","very_bad","High Clearance: light duty off-road vehicle",," "," ","last"
"smoothness",6,"combo"," "," "," "," "," ","horrible","Off-Road: heavy duty off-road vehicle",," "," ","last"
"smoothness",7,"combo"," "," "," "," "," ","very_horrible","Specialized off-road: tractor, ATV",," "," ","last"
"smoothness",8,"combo"," "," "," "," "," ","impassible","Impassible / No wheeled vehicle",," "," ","last"
"social_facility_for",1,"radio","People served"," "," "," ","social_facility:for"," "," "," ","Homeless, Disabled, Child, etc"," ","last"
"source",1,"text","Source","Fonte","source",true,"source"," "," "," "," "," ","last"
"sport",1,"combo","Sport","Deporte"," "," ","sport"," "," "," "," "," ","last"
"sport_ice",1,"combo","Sport"," "," "," ","sport"," "," "," "," "," ","last"
"sport_racing",1,"combo","Sport"," "," "," ","sport"," "," "," "," "," ","last"
"structure",1,"radio","Structure","Estructura"," "," ","bridge,tunnel,embankment,cutting,ford"," "," "," ","Unknown","Descoñecido","last"
"studio_type",1,"combo","Type"," "," "," ","type"," "," "," "," "," ","last"
"substation",1,"typeCombo","Type"," "," "," ","substation"," "," "," "," "," ","last"
"supervised",1,"check","Supervised","Vixiado"," "," ","supervised"," "," "," "," "," ","last"
"surface",1,"combo","Surface","Superficie"," "," ","surface"," "," "," "," "," ","last"
"tactile_paving",1,"check","Tactile Paving"," "," "," ","tactile_paving"," "," "," "," "," ","last"
"takeaway",1,"combo","Takeaway"," "," "," ","takeaway","yes","Yes",,"Yes, No, Takeaway Only..."," ","last"
"takeaway",2,"combo"," "," "," "," "," ","no","No",," "," ","last"
"takeaway",3,"combo"," "," "," "," "," ","only","Takeaway Only",," "," ","last"
"toilets/disposal",1,"combo","Disposal"," "," "," ","toilets:disposal","flush","Flush",," "," ","last"
"toilets/disposal",2,"combo"," "," "," "," "," ","pitlatrine","Pit/Latrine",," "," ","last"
"toilets/disposal",3,"combo"," "," "," "," "," ","chemical","Chemical",," "," ","last"
"toilets/disposal",4,"combo"," "," "," "," "," ","bucket","Bucket",," "," ","last"
"tourism",1,"typeCombo","Type","Tipo"," "," ","tourism"," "," "," "," "," ","last"
"towertype",1,"combo","Tower type","Tipo de torre"," "," ","tower:type"," "," "," "," "," ","last"
"tracktype",1,"combo","Track Type"," "," "," ","tracktype","grade1","Solid: paved or heavily compacted hardcore surface",,"Solid, Mostly Solid, Soft..."," ","last"
"tracktype",2,"combo"," "," "," "," "," ","grade2","Mostly Solid: gravel/rock with some soft material mixed in",," "," ","last"
"tracktype",3,"combo"," "," "," "," "," ","grade3","Even mixture of hard and soft materials",," "," ","last"
"tracktype",4,"combo"," "," "," "," "," ","grade4","Mostly Soft: soil/sand/grass with some hard material mixed in",," "," ","last"
"tracktype",5,"combo"," "," "," "," "," ","grade5","Soft: soil/sand/grass",," "," ","last"
"trail_visibility",1,"combo","Trail Visibility","Visibilidade do sendeiro"," "," ","trail_visibility","excellent","Excellent: unambiguous path or markers everywhere",,"Excellent, Good, Bad..."," ","last"
"trail_visibility",2,"combo"," "," "," "," "," ","good","Good: markers visible, sometimes require searching",," "," ","last"
"trail_visibility",3,"combo"," "," "," "," "," ","intermediate","Intermediate: few markers, path mostly visible",," "," ","last"
"trail_visibility",4,"combo"," "," "," "," "," ","bad","Bad: no markers, path sometimes invisible/pathless",," "," ","last"
"trail_visibility",5,"combo"," "," "," "," "," ","horrible","Horrible: often pathless, some orientation skills required",," "," ","last"
"trail_visibility",6,"combo"," "," "," "," "," ","no","No: pathless, excellent orientation skills required",," "," ","last"
"trees",1,"combo","Trees"," "," "," ","trees"," "," "," "," "," ","last"
"tunnel",1,"combo","Tunnel"," "," "," ","tunnel"," "," "," "," "," ","last"
"vending",1,"combo","Type of Goods"," "," "," ","vending"," "," "," "," "," ","last"
"water",1,"combo","Type","Tipo"," "," ","water"," "," "," "," "," ","last"
"waterway",1,"typeCombo","Type","Tipo"," "," ","waterway"," "," "," "," "," ","last"
"website",1,"url","Website","Sitio web","website",true,"website"," "," "," ","http://example.com/","http://exemplo.com/","last"
"wetland",1,"combo","Type","Tipo"," "," ","wetland"," "," "," "," "," ","last"
"wheelchair",1,"radio","Wheelchair Access","Acceso para silla de rodas","wheelchair",true,"wheelchair"," "," "," "," "," ","last"
"width",1,"number","Width (Meters)"," "," "," ","width"," "," "," "," "," ","last"
"wikipedia",1,"wikipedia","Wikipedia","Wikipedia","wikipedia",true,"wikipedia"," "," "," "," "," ","last"
