"presetFieldsKey","r","type","labelEn","labelTransl","icon","universal","keys","optionskey","valueEn","valueTransl","placeholderEn","placeholderTransl","endRec"
"construction",1,"combo","Type","类型"," "," ","construction"," "," "," "," "," ","last"
"country",1,"combo","Country","国家"," "," ","country"," "," "," "," "," ","last"
"covered",1,"check","Covered","覆盖"," "," ","covered"," "," "," "," "," ","last"
"craft",1,"typeCombo","Type","种类"," "," ","craft"," "," "," "," "," ","last"
"crop",1,"combo","Crop","庄稼"," "," ","crop"," "," "," "," "," ","last"
"crossing",1,"combo","Type","类型"," "," ","crossing"," "," "," "," "," ","last"
"cuisine",1,"combo","Cuisine","菜肴"," "," ","cuisine"," "," "," "," "," ","last"
"delivery",1,"check","Delivery"," "," "," ","delivery"," "," "," "," "," ","last"
"denomination",1,"combo","Denomination","教派"," "," ","denomination"," "," "," "," "," ","last"
"denotation",1,"combo","Denotation","意思"," "," ","denotation"," "," "," "," "," ","last"
"description",1,"textarea","Description","说明"," "," ","description"," "," "," "," "," ","last"
"electrified",1,"combo","Electrification","电气化"," "," ","electrified","contact_line","Contact Line","接触线","Contact Line, Electrified Rail...","接触线、电气化铁路…","last"
"electrified",2,"combo"," "," "," "," "," ","rail","Electrified Rail","电气化铁路"," "," ","last"
"electrified",3,"combo"," "," "," "," "," ","yes","Yes (unspecified)","是(未指明)"," "," ","last"
"electrified",4,"combo"," "," "," "," "," ","no","No","否"," "," ","last"
"elevation",1,"number","Elevation","海拔","elevation",true,"ele"," "," "," "," "," ","last"
"emergency",1,"check","Emergency","急诊室"," "," ","emergency"," "," "," "," "," ","last"
"entrance",1,"typeCombo","Type","类型"," "," ","entrance"," "," "," "," "," ","last"
"except",1,"combo","Exceptions","异常"," "," ","except"," "," "," "," "," ","last"
"fax",1,"tel","Fax","传真"," "," ","fax"," "," "," ","+31 42 123 4567","+31 42 123 4567","last"
"fee",1,"check","Fee","费用"," "," ","fee"," "," "," "," "," ","last"
"fire_hydrant/type",1,"combo","Type","类型"," "," ","fire_hydrant:type","pillar","Pillar/Aboveground","支柱/地上"," "," ","last"
"fire_hydrant/type",2,"combo"," "," "," "," "," ","underground","Underground","地铁"," "," ","last"
"fire_hydrant/type",3,"combo"," "," "," "," "," ","wall","Wall","墙"," "," ","last"
"fire_hydrant/type",4,"combo"," "," "," "," "," ","pond","Pond","池塘"," "," ","last"
"fixme",1,"textarea","Fix Me","修复我"," "," ","fixme"," "," "," "," "," ","last"
"fuel",1,"combo","Fuel","油站"," "," ","fuel"," "," "," "," "," ","last"
"fuel/biodiesel",1,"check","Sells Biodiesel","销售生物柴油"," "," ","fuel:biodiesel"," "," "," "," "," ","last"
"fuel/diesel",1,"check","Sells Diesel","销售柴油"," "," ","fuel:diesel"," "," "," "," "," ","last"
"fuel/e10",1,"check","Sells E10","销售E10"," "," ","fuel:e10"," "," "," "," "," ","last"
"fuel/e85",1,"check","Sells E85","销售E85"," "," ","fuel:e85"," "," "," "," "," ","last"
"fuel/lpg",1,"check","Sells Propane","销售丙烷"," "," ","fuel:lpg"," "," "," "," "," ","last"
"fuel/octane_100",1,"check","Sells Racing Gasoline","销售赛车汽油"," "," ","fuel:octane_100"," "," "," "," "," ","last"
"fuel/octane_91",1,"check","Sells Regular Gasoline","销售普通汽油"," "," ","fuel:octane_91"," "," "," "," "," ","last"
"fuel/octane_95",1,"check","Sells Midgrade Gasoline","销售中等汽油"," "," ","fuel:octane_95"," "," "," "," "," ","last"
"fuel/octane_98",1,"check","Sells Premium Gasoline","销售高级汽油"," "," ","fuel:octane_98"," "," "," "," "," ","last"
"gauge",1,"combo","Gauge","轨距"," "," ","gauge"," "," "," "," "," ","last"
"gender",1,"radio","Gender"," "," "," ","male,female,unisex"," "," "," ","Unknown"," ","last"
"generator/method",1,"combo","Method","模式"," "," ","generator:method"," "," "," "," "," ","last"
"generator/source",1,"combo","Source","来源"," "," ","generator:source"," "," "," "," "," ","last"
"generator/type",1,"combo","Type","类型"," "," ","generator:type"," "," "," "," "," ","last"
"golf_hole",1,"text","Reference","参考"," "," ","ref"," "," "," ","Hole number (1-18)","球洞编号（1-18）","last"
"handicap",1,"number","Handicap","手工店"," "," ","handicap"," "," "," ","1-18","1-18","last"
"highway",1,"typeCombo","Type","类型"," "," ","highway"," "," "," "," "," ","last"
"historic",1,"typeCombo","Type","类型"," "," ","historic"," "," "," "," "," ","last"
"hoops",1,"number","Hoops","篮球"," "," ","hoops"," "," "," ","1, 2, 4...","1, 2, 4...","last"
"iata",1,"text","IATA","国际航空运输协会IATA"," "," ","iata"," "," "," "," "," ","last"
"icao",1,"text","ICAO","国际民航组织ICAO"," "," ","icao"," "," "," "," "," ","last"
"incline",1,"combo","Incline","斜度"," "," ","incline"," "," "," "," "," ","last"
"information",1,"typeCombo","Type","类型"," "," ","information"," "," "," "," "," ","last"
"internet_access",1,"combo","Internet Access","互联网接入"," "," ","internet_access","yes","Yes","是"," "," ","last"
"internet_access",2,"combo"," "," "," "," "," ","no","No","否"," "," ","last"
"internet_access",3,"combo"," "," "," "," "," ","wlan","Wifi","Wi-Fi"," "," ","last"
"internet_access",4,"combo"," "," "," "," "," ","wired","Wired","有线网络"," "," ","last"
"internet_access",5,"combo"," "," "," "," "," ","terminal","Terminal","终端"," "," ","last"
"lamp_type",1,"combo","Type","类型"," "," ","lamp_type"," "," "," "," "," ","last"
"landuse",1,"typeCombo","Type","类型"," "," ","landuse"," "," "," "," "," ","last"
"lanes",1,"number","Lanes","车道"," "," ","lanes"," "," "," ","1, 2, 3...","1, 2, 3...","last"
"layer",1,"combo","Layer","图层"," "," ","layer"," "," "," "," "," ","last"
"leaf_cycle",1,"combo","Leaf Cycle"," "," "," ","leaf_cycle","evergreen","Evergreen",," "," ","last"
"leaf_cycle",2,"combo"," "," "," "," "," ","deciduous","Deciduous",," "," ","last"
"leaf_cycle",3,"combo"," "," "," "," "," ","semi_evergreen","Semi-Evergreen",," "," ","last"
"leaf_cycle",4,"combo"," "," "," "," "," ","semi_deciduous","Semi-Deciduous",," "," ","last"
"leaf_cycle",5,"combo"," "," "," "," "," ","mixed","Mixed",," "," ","last"
"leaf_type",1,"combo","Leaf Type"," "," "," ","leaf_type","broadleaved","Broadleaved",," "," ","last"
"leaf_type",2,"combo"," "," "," "," "," ","needleleaved","Needleleaved",," "," ","last"
"leaf_type",3,"combo"," "," "," "," "," ","mixed","Mixed",," "," ","last"
"leaf_type",4,"combo"," "," "," "," "," ","leafless","Leafless",," "," ","last"
"leisure",1,"typeCombo","Type","类型"," "," ","leisure"," "," "," "," "," ","last"
"length",1,"number","Length (Meters)","高度(米)"," "," ","length"," "," "," "," "," ","last"
"levels",1,"number","Levels","层次"," "," ","building:levels"," "," "," ","2, 4, 6...","2, 4, 6...","last"
"lit",1,"check","Lit","有灯"," "," ","lit"," "," "," "," "," ","last"
"location",1,"combo","Location","位置"," "," ","location"," "," "," "," "," ","last"
"man_made",1,"typeCombo","Type","类型"," "," ","man_made"," "," "," "," "," ","last"
"maxspeed",1,"maxspeed","Speed Limit","速度限制"," "," ","maxspeed"," "," "," ","40, 50, 60...","40, 50, 60...","last"
"mtb/scale",1,"combo","Mountain Biking Difficulty","登山車难度"," "," ","mtb:scale","0","0: Solid gravel/packed earth, no obstacles, wide curves","0：坚实的硕石土路，没有障碍物，大湾曲","0, 1, 2, 3...","0, 1, 2, 3...","last"
"mtb/scale",2,"combo"," "," "," "," "," ","1","1: Some loose surface, small obstacles, wide curves","1：铺面部分松散，有小的障碍物，大弯曲"," "," ","last"
"mtb/scale",3,"combo"," "," "," "," "," ","2","2: Much loose surface, large obstacles, easy hairpins","2：大都是松散的铺面，有的障碍物，容易通过的发夹弯"," "," ","last"
"mtb/scale",4,"combo"," "," "," "," "," ","3","3: Slippery surface, large obstacles, tight hairpins","3：铺面光滑，有大的障碍物"," "," ","last"
"mtb/scale",5,"combo"," "," "," "," "," ","4","4: Loose surface or boulders, dangerous hairpins","4：路面松散或是充满石头，有危险的发夹弯"," "," ","last"
"mtb/scale",6,"combo"," "," "," "," "," ","5","5: Maximum difficulty, boulder fields, landslides","5：骑乘等级最困难，路面充满石头，或者是路面坍方"," "," ","last"
"mtb/scale",7,"combo"," "," "," "," "," ","6","6: Not rideable except by the very best mountain bikers","6：除非是技巧极好的越野车手，否则并不适合骑乘"," "," ","last"
"mtb/scale/imba",1,"combo","IMBA Trail Difficulty","国际登山车协会路径难度"," "," ","mtb:scale:imba","0","Easiest (white circle)","最简单(白圈)","Easy, Medium, Difficult...","简单,中等,困难...","last"
"mtb/scale/imba",2,"combo"," "," "," "," "," ","1","Easy (green circle)","容易(绿圈)"," "," ","last"
"mtb/scale/imba",3,"combo"," "," "," "," "," ","2","Medium (blue square)","中等(蓝方块)"," "," ","last"
"mtb/scale/imba",4,"combo"," "," "," "," "," ","3","Difficult (black diamond)","困难(黑色钻石型)"," "," ","last"
"mtb/scale/imba",5,"combo"," "," "," "," "," ","4","Extremely Difficult (double black diamond)","极端困难(双重黑色钻石型)"," "," ","last"
"mtb/scale/uphill",1,"combo","Mountain Biking Uphill Difficulty","山地自行车上坡难度"," "," ","mtb:scale:uphill","0","0: Avg. incline <10%, gravel/packed earth, no obstacles","0：平均坡度小于10％时，有碎石/夯实的地面，没有障碍物","0, 1, 2, 3...","0, 1, 2, 3...","last"
"mtb/scale/uphill",2,"combo"," "," "," "," "," ","1","1: Avg. incline <15%, gravel/packed earth, few small objects","1：平均坡度小于15％，有碎石/夯实的地面，有些许障碍物"," "," ","last"
"mtb/scale/uphill",3,"combo"," "," "," "," "," ","2","2: Avg. incline <20%, stable surface, fistsize rocks/roots","2：平均坡度小于20，坚实的地面，拳头大的石头/树根"," "," ","last"
"mtb/scale/uphill",4,"combo"," "," "," "," "," ","3","3: Avg. incline <25%, variable surface, fistsize rocks/branches","3：平均坡度25％，多变的平面，拳头大的石头/树墙"," "," ","last"
"mtb/scale/uphill",5,"combo"," "," "," "," "," ","4","4: Avg. incline <30%, poor condition, big rocks/branches","4：平均坡度小于30％时，很糟的路面状况，大石头/树墙"," "," ","last"
"mtb/scale/uphill",6,"combo"," "," "," "," "," ","5","5: Very steep, bike generally needs to be pushed or carried","5：很陡，单车得牵行或扛车"," "," ","last"
"name",1,"localized","Name","名称"," "," ","name"," "," "," ","Common name (if any)","常用名称（如果有）","last"
"natural",1,"typeCombo","Natural","自然"," "," ","natural"," "," "," "," "," ","last"
"network",1,"text","Network","网络"," "," ","network"," "," "," "," "," ","last"
"note",1,"textarea","Note","备注","note",true,"note"," "," "," "," "," ","last"
"office",1,"typeCombo","Type","类型"," "," ","office"," "," "," "," "," ","last"
"oneway",1,"check","One Way","单行线"," "," ","oneway"," "," "," "," "," ","last"
"oneway_yes",1,"check","One Way","单行线"," "," ","oneway"," "," "," "," "," ","last"
"opening_hours",1,"text","Hours","开放时间"," "," ","opening_hours"," "," "," "," "," ","last"
"operator",1,"text","Operator","经营者"," "," ","operator"," "," "," "," "," ","last"
"par",1,"number","Par","标准杆"," "," ","par"," "," "," ","3, 4, 5...","3, 4, 5...","last"
"park_ride",1,"check","Park and Ride","停车换乘"," "," ","park_ride"," "," "," "," "," ","last"
"parking",1,"combo","Type","类型"," "," ","parking","surface","Surface","地面"," "," ","last"
"parking",2,"combo"," "," "," "," "," ","multi-storey","Multilevel","多晨"," "," ","last"
"parking",3,"combo"," "," "," "," "," ","underground","Underground","地下"," "," ","last"
"parking",4,"combo"," "," "," "," "," ","sheds","Sheds","单独车库"," "," ","last"
"parking",5,"combo"," "," "," "," "," ","carports","Carports","车棚"," "," ","last"
"parking",6,"combo"," "," "," "," "," ","garage_boxes","Garage Boxes","车库盒"," "," ","last"
"parking",7,"combo"," "," "," "," "," ","lane","Roadside Lane","路边"," "," ","last"
"phone",1,"tel","Phone","电话","telephone",true,"phone"," "," "," ","+31 42 123 4567","+31 42 123 4567","last"
"piste/difficulty",1,"combo","Difficulty","困难"," "," ","piste:difficulty","novice","Novice (instructional)","新手(教学)","Easy, Intermediate, Advanced...","容易，中阶，进阶","last"
"piste/difficulty",2,"combo"," "," "," "," "," ","easy","Easy (green circle)","容易(绿圈)"," "," ","last"
"piste/difficulty",3,"combo"," "," "," "," "," ","intermediate","Intermediate (blue square)","中阶(蓝方块)"," "," ","last"
"piste/difficulty",4,"combo"," "," "," "," "," ","advanced","Advanced (black diamond)","进阶(黑色钻石型)"," "," ","last"
"piste/difficulty",5,"combo"," "," "," "," "," ","expert","Expert (double black diamond)","专家(双重黑色钻石型)"," "," ","last"
"piste/difficulty",6,"combo"," "," "," "," "," ","freeride","Freeride (off-piste)","自由滑行(场地外)"," "," ","last"
"piste/difficulty",7,"combo"," "," "," "," "," ","extreme","Extreme (climbing equipment required)","极端困难(需要攀登工具)"," "," ","last"
"piste/grooming",1,"combo","Grooming","雪道类型"," "," ","piste:grooming","classic","Classic","经典"," "," ","last"
"piste/grooming",2,"combo"," "," "," "," "," ","mogul","Mogul","蒙古人"," "," ","last"
"piste/grooming",3,"combo"," "," "," "," "," ","backcountry","Backcountry","偏远地区"," "," ","last"
"piste/grooming",4,"combo"," "," "," "," "," ","classic+skating","Classic and Skating","经典和滑行"," "," ","last"
"piste/grooming",5,"combo"," "," "," "," "," ","scooter","Scooter/Snowmobile","滑行艇/雪车"," "," ","last"
"piste/grooming",6,"combo"," "," "," "," "," ","skating","Skating","滑冰"," "," ","last"
"piste/type",1,"typeCombo","Type","类型"," "," ","piste:type"," "," "," "," "," ","last"
"place",1,"typeCombo","Type","类型"," "," ","place"," "," "," "," "," ","last"
"population",1,"text","Population","人口"," "," ","population"," "," "," "," "," ","last"
"power",1,"typeCombo","Type","类型"," "," ","power"," "," "," "," "," ","last"
"railway",1,"typeCombo","Type","类型"," "," ","railway"," "," "," "," "," ","last"
"recycling/cans",1,"check","Accepts Cans","接受铝管回收"," "," ","recycling:cans"," "," "," "," "," ","last"
"recycling/clothes",1,"check","Accepts Clothes","接受衣物回收"," "," ","recycling:clothes"," "," "," "," "," ","last"
"recycling/glass",1,"check","Accepts Glass","接受玻璃回收"," "," ","recycling:glass"," "," "," "," "," ","last"
"recycling/paper",1,"check","Accepts Paper","接受纸张回收"," "," ","recycling:paper"," "," "," "," "," ","last"
"ref",1,"text","Reference","参考"," "," ","ref"," "," "," "," "," ","last"
"relation",1,"combo","Type","类型"," "," ","type"," "," "," "," "," ","last"
"religion",1,"combo","Religion","宗教"," "," ","religion"," "," "," "," "," ","last"
"restriction",1,"combo","Type","类型"," "," ","restriction"," "," "," "," "," ","last"
"restrictions",1,"restrictions","Turn Restrictions","转向限制","restrictions"," "," "," "," "," "," "," ","last"
"route",1,"combo","Type","类型"," "," ","route"," "," "," "," "," ","last"
"route_master",1,"combo","Type","类型"," "," ","route_master"," "," "," "," "," ","last"
"sac_scale",1,"combo","Hiking Difficulty","远足难度"," "," ","sac_scale","hiking","T1: Hiking","T1：徒步旅行","Mountain Hiking, Alpine Hiking...","登山旅行，越岭行走...","last"
"sac_scale",2,"combo"," "," "," "," "," ","mountain_hiking","T2: Mountain Hiking","T2：登山旅行"," "," ","last"
"sac_scale",3,"combo"," "," "," "," "," ","demanding_mountain_hiking","T3: Demanding Mountain Hiking","T3：进阶登山旅行"," "," ","last"
"sac_scale",4,"combo"," "," "," "," "," ","alpine_hiking","T4: Alpine Hiking","T4：高山旅行"," "," ","last"
"sac_scale",5,"combo"," "," "," "," "," ","demanding_alpine_hiking","T5: Demanding Alpine Hiking","T5：进阶高山旅行"," "," ","last"
"sac_scale",6,"combo"," "," "," "," "," ","difficult_alpine_hiking","T6: Difficult Alpine Hiking","T6：艰困高山旅行"," "," ","last"
"seasonal",1,"check","Seasonal","具备季节性"," "," ","seasonal"," "," "," "," "," ","last"
"service",1,"combo","Type","类型"," "," ","service"," "," "," "," "," ","last"
"service/bicycle/chaintool",1,"check","Chain Tool"," "," "," ","service:bicycle:chaintool"," "," "," "," "," ","last"
"service/bicycle/pump",1,"check","Air Pump"," "," "," ","service:bicycle:pump"," "," "," "," "," ","last"
"shelter",1,"check","Shelter","避难所"," "," ","shelter"," "," "," "," "," ","last"
"shelter_type",1,"combo","Type","类型"," "," ","shelter_type"," "," "," "," "," ","last"
"shop",1,"typeCombo","Type","类型"," "," ","shop"," "," "," "," "," ","last"
"sloped_curb",1,"combo","Sloped Curb","斜路缘"," "," ","sloped_curb"," "," "," "," "," ","last"
"smoking",1,"combo","Smoking","吸烟"," "," ","smoking","no","No smoking anywhere","禁止吸烟","No, Separated, Yes...","禁止、隔开、允许...","last"
"smoking",2,"combo"," "," "," "," "," ","separated","In smoking areas, not physically isolated","指定区域可使用（布隔开）"," "," ","last"
"smoking",3,"combo"," "," "," "," "," ","isolated","In smoking areas, physically isolated","指定区域可使用（隔开）"," "," ","last"
"smoking",4,"combo"," "," "," "," "," ","outside","Allowed outside","外面可使用"," "," ","last"
"smoking",5,"combo"," "," "," "," "," ","yes","Allowed everywhere","随处可使用"," "," ","last"
"smoking",6,"combo"," "," "," "," "," ","dedicated","Dedicated to smokers (e.g. smokers' club)","吸烟专用"," "," ","last"
"smoothness",1,"combo","Smoothness","平顺度"," "," ","smoothness","excellent","Thin Rollers: rollerblade, skateboard","轴承：溜冰，滑板","Thin Rollers, Wheels, Off-Road...","轴承，轮胎，越野","last"
"smoothness",2,"combo"," "," "," "," "," ","good","Thin Wheels: racing bike","细轮：竞速自行车"," "," ","last"
"smoothness",3,"combo"," "," "," "," "," ","intermediate","Wheels: city bike, wheelchair, scooter","轮胎：通勤脚踏车，轮椅，滑板车"," "," ","last"
"smoothness",4,"combo"," "," "," "," "," ","bad","Robust Wheels: trekking bike, car, rickshaw","强化轮胎：休旅自行车，汽车，人力车"," "," ","last"
"smoothness",5,"combo"," "," "," "," "," ","very_bad","High Clearance: light duty off-road vehicle","轻量化：低负重越野车辆"," "," ","last"
"smoothness",6,"combo"," "," "," "," "," ","horrible","Off-Road: heavy duty off-road vehicle","越野：高负重越野车辆"," "," ","last"
"smoothness",7,"combo"," "," "," "," "," ","very_horrible","Specialized off-road: tractor, ATV","越野专用：拖拉机，全地形越野车"," "," ","last"
"smoothness",8,"combo"," "," "," "," "," ","impassable","Impassable / No wheeled vehicle",," "," ","last"
"social_facility_for",1,"radio","People served","服务对象"," "," ","social_facility:for"," "," "," ","Homeless, Disabled, Child, etc","无家可归者，残疾人，儿童等","last"
"source",1,"text","Source","来源","source",true,"source"," "," "," "," "," ","last"
"sport",1,"combo","Sport","运动"," "," ","sport"," "," "," "," "," ","last"
"sport_ice",1,"combo","Sport","体育"," "," ","sport"," "," "," "," "," ","last"
"sport_racing",1,"combo","Sport","运动"," "," ","sport"," "," "," "," "," ","last"
"structure",1,"radio","Structure","结构"," "," ","bridge,tunnel,embankment,cutting,ford"," "," "," ","Unknown","未知种类","last"
"studio_type",1,"combo","Type","类型"," "," ","type"," "," "," "," "," ","last"
"substation",1,"typeCombo","Type"," "," "," ","substation"," "," "," "," "," ","last"
"supervised",1,"check","Supervised","监督"," "," ","supervised"," "," "," "," "," ","last"
"surface",1,"combo","Surface","路面铺设"," "," ","surface"," "," "," "," "," ","last"
"tactile_paving",1,"check","Tactile Paving","人行道视障引导设施"," "," ","tactile_paving"," "," "," "," "," ","last"
"takeaway",1,"combo","Takeaway"," "," "," ","takeaway","yes","Yes",,"Yes, No, Takeaway Only..."," ","last"
"takeaway",2,"combo"," "," "," "," "," ","no","No",," "," ","last"
"takeaway",3,"combo"," "," "," "," "," ","only","Takeaway Only",," "," ","last"
"toilets/disposal",1,"combo","Disposal","废弃"," "," ","toilets:disposal","flush","Flush","冲水式"," "," ","last"
"toilets/disposal",2,"combo"," "," "," "," "," ","pitlatrine","Pit/Latrine","旱厕/翼坑"," "," ","last"
"toilets/disposal",3,"combo"," "," "," "," "," ","chemical","Chemical","化工"," "," ","last"
"toilets/disposal",4,"combo"," "," "," "," "," ","bucket","Bucket","尿筒"," "," ","last"
"tourism",1,"typeCombo","Type","类型"," "," ","tourism"," "," "," "," "," ","last"
"towertype",1,"combo","Tower type","塔型"," "," ","tower:type"," "," "," "," "," ","last"
"tracktype",1,"combo","Track Type","产业道路种类"," "," ","tracktype","grade1","Solid: paved or heavily compacted hardcore surface","刚性铺面：铺面为柏油，水泥或由刚性材质密实组成","Solid, Mostly Solid, Soft...","坚硬地面，硬物铺面，软铺面","last"
"tracktype",2,"combo"," "," "," "," "," ","grade2","Mostly Solid: gravel/rock with some soft material mixed in","近刚性铺面：砾石与石块混合柔性材质"," "," ","last"
"tracktype",3,"combo"," "," "," "," "," ","grade3","Even mixture of hard and soft materials","混合刚性与柔性材质"," "," ","last"
"tracktype",4,"combo"," "," "," "," "," ","grade4","Mostly Soft: soil/sand/grass with some hard material mixed in","近柔性铺面：土壤，砂土与草地混合其他刚性材质"," "," ","last"
"tracktype",5,"combo"," "," "," "," "," ","grade5","Soft: soil/sand/grass","柔性铺面：只有土壤，砂土与草地"," "," ","last"
"trail_visibility",1,"combo","Trail Visibility","路径可见度"," "," ","trail_visibility","excellent","Excellent: unambiguous path or markers everywhere","良好：路径明显或标示充分","Excellent, Good, Bad...","良好，尚可，稍差...","last"
"trail_visibility",2,"combo"," "," "," "," "," ","good","Good: markers visible, sometimes require searching","尚可：有标示但可能不明显"," "," ","last"
"trail_visibility",3,"combo"," "," "," "," "," ","intermediate","Intermediate: few markers, path mostly visible","略差：标示稀少，路径大致可见"," "," ","last"
"trail_visibility",4,"combo"," "," "," "," "," ","bad","Bad: no markers, path sometimes invisible/pathless","差劲：没有标示，路径有时候消失"," "," ","last"
"trail_visibility",5,"combo"," "," "," "," "," ","horrible","Horrible: often pathless, some orientation skills required","可怕：路径常消失，需要部分定向能力"," "," ","last"
"trail_visibility",6,"combo"," "," "," "," "," ","no","No: pathless, excellent orientation skills required","无：没有路径，需具备完整的定向能力"," "," ","last"
"trees",1,"combo","Trees","树林"," "," ","trees"," "," "," "," "," ","last"
"tunnel",1,"combo","Tunnel","隧道"," "," ","tunnel"," "," "," "," "," ","last"
"vending",1,"combo","Type of Goods","商品类型"," "," ","vending"," "," "," "," "," ","last"
"water",1,"combo","Type","类型"," "," ","water"," "," "," "," "," ","last"
"waterway",1,"typeCombo","Type","类型"," "," ","waterway"," "," "," "," "," ","last"
"website",1,"url","Website","网站","website",true,"website"," "," "," ","http://example.com/","http://example.com/","last"
"wetland",1,"combo","Type","类型"," "," ","wetland"," "," "," "," "," ","last"
"wheelchair",1,"radio","Wheelchair Access","轮椅通道","wheelchair",true,"wheelchair"," "," "," "," "," ","last"
"width",1,"number","Width (Meters)","宽度(米)"," "," ","width"," "," "," "," "," ","last"
"wikipedia",1,"wikipedia","Wikipedia","维基百科","wikipedia",true,"wikipedia"," "," "," "," "," ","last"
